Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
640,2,4,2,4,2,2,2,2,2,3,3,3,1,2,9,1.0,neutral or dissatisfied
2075,2,2,2,3,4,2,4,4,4,3,3,1,4,4,0,0.0,neutral or dissatisfied
1487,1,1,3,1,5,4,5,5,4,4,4,3,4,5,0,0.0,satisfied
2653,2,2,2,2,5,4,4,2,2,3,2,3,2,3,42,35.0,satisfied
1547,4,4,4,4,2,4,4,3,3,3,3,4,3,5,0,0.0,satisfied
605,2,5,5,5,2,2,2,2,3,1,4,3,3,2,0,0.0,neutral or dissatisfied
923,2,2,2,3,5,2,5,5,3,4,2,3,3,5,0,0.0,neutral or dissatisfied
413,2,2,2,3,2,2,2,2,2,3,3,1,3,2,0,0.0,neutral or dissatisfied
3779,4,4,4,4,4,4,4,4,1,3,4,3,5,4,0,5.0,satisfied
451,4,4,4,4,4,4,4,3,3,3,3,5,3,4,0,0.0,satisfied
925,2,4,2,4,5,4,5,4,4,2,5,4,4,3,2,0.0,neutral or dissatisfied
397,1,0,0,3,1,3,2,3,3,0,3,1,3,2,0,0.0,neutral or dissatisfied
414,2,2,2,1,4,2,4,4,1,3,2,1,2,4,0,0.0,neutral or dissatisfied
835,4,3,4,4,5,4,5,5,1,1,3,2,3,5,0,0.0,neutral or dissatisfied
73,4,3,3,3,4,4,4,4,4,3,5,2,2,4,0,0.0,satisfied
463,1,1,1,1,2,1,4,2,2,2,2,4,2,5,0,0.0,satisfied
2137,3,3,3,3,4,1,3,5,5,5,5,5,5,2,0,0.0,satisfied
239,1,5,5,5,1,3,4,1,1,1,1,2,1,1,14,22.0,neutral or dissatisfied
650,4,4,4,4,4,5,4,4,4,5,5,5,4,4,0,16.0,satisfied
292,2,2,2,2,4,1,2,5,5,5,5,3,5,4,0,0.0,satisfied
432,2,5,2,1,1,2,1,1,1,1,1,2,5,1,10,0.0,neutral or dissatisfied
1303,2,5,2,4,3,2,1,3,5,2,5,3,5,3,0,0.0,neutral or dissatisfied
985,4,4,4,4,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
337,3,3,3,2,3,3,3,3,5,4,5,1,2,3,0,8.0,neutral or dissatisfied
143,5,1,1,1,5,5,5,5,1,1,2,5,3,5,0,15.0,satisfied
447,5,4,5,3,3,4,5,5,5,5,5,1,5,1,0,0.0,satisfied
1009,1,5,1,5,2,1,2,2,1,4,2,1,1,2,0,0.0,neutral or dissatisfied
563,5,2,2,2,5,5,5,5,2,1,3,3,5,5,2,0.0,satisfied
872,5,5,5,1,3,5,3,3,1,2,4,3,4,3,0,3.0,satisfied
125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0.0,satisfied
516,1,1,1,1,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
2866,1,5,5,5,2,3,3,1,1,1,1,3,1,3,0,6.0,neutral or dissatisfied
309,2,5,2,5,2,5,4,2,2,2,2,3,2,4,6,16.0,neutral or dissatisfied
1037,3,3,3,3,4,4,5,4,4,4,4,5,4,5,0,0.0,satisfied
260,4,2,2,2,1,4,1,4,4,4,4,1,4,4,10,18.0,satisfied
295,4,1,1,1,5,4,5,5,3,2,3,5,2,5,44,30.0,satisfied
1530,3,3,3,3,4,4,4,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
576,2,5,2,3,2,5,5,4,4,5,5,5,4,5,200,208.0,neutral or dissatisfied
925,3,3,3,2,2,3,2,2,2,5,3,4,2,2,0,10.0,neutral or dissatisfied
2330,4,4,1,4,5,4,4,4,4,4,4,4,4,3,0,8.0,satisfied
496,5,4,5,4,5,5,5,5,1,1,4,4,2,5,0,0.0,satisfied
192,4,5,4,2,3,4,3,3,3,4,4,3,4,3,26,12.0,neutral or dissatisfied
338,5,5,5,5,4,5,5,4,4,4,4,5,4,4,4,0.0,satisfied
2982,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
764,1,3,1,2,2,1,1,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied
315,1,5,5,5,4,3,2,1,1,1,1,3,1,3,11,26.0,neutral or dissatisfied
1205,2,2,2,2,5,5,5,5,5,5,5,4,5,5,1,4.0,satisfied
954,4,4,4,3,2,4,2,2,1,5,3,3,3,2,0,0.0,neutral or dissatisfied
946,3,4,2,2,4,3,3,3,3,3,3,1,3,3,0,0.0,neutral or dissatisfied
843,3,2,2,4,5,2,5,5,1,2,4,4,3,5,0,4.0,neutral or dissatisfied
1258,3,4,3,3,3,3,3,3,4,4,3,5,4,3,26,28.0,neutral or dissatisfied
1635,2,4,2,2,2,4,3,3,3,5,4,3,3,3,150,168.0,neutral or dissatisfied
189,1,3,1,4,2,1,2,2,4,5,1,3,1,2,15,33.0,neutral or dissatisfied
1416,2,5,2,4,2,2,1,2,2,1,4,2,3,2,0,0.0,neutral or dissatisfied
2817,5,5,5,5,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
2703,5,5,5,5,5,3,2,5,5,5,5,2,5,5,0,0.0,satisfied
936,4,4,4,4,3,4,5,3,3,3,3,3,3,5,0,0.0,satisfied
715,4,2,4,4,3,4,4,1,1,4,1,2,1,4,0,6.0,neutral or dissatisfied
1246,2,4,2,3,4,2,4,4,4,4,4,3,5,4,19,4.0,neutral or dissatisfied
116,5,4,2,4,5,2,3,5,5,5,5,2,5,2,0,0.0,satisfied
1379,3,5,5,5,2,3,3,3,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
1391,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
647,3,5,3,1,5,5,2,5,5,3,5,1,5,4,13,19.0,neutral or dissatisfied
594,5,5,4,5,5,5,5,5,3,4,5,3,4,5,0,2.0,satisfied
362,1,5,1,3,2,5,4,1,1,1,1,4,1,5,0,0.0,neutral or dissatisfied
453,2,5,5,5,2,4,3,2,2,2,2,2,2,4,28,28.0,neutral or dissatisfied
438,0,0,0,3,4,0,1,4,4,4,5,3,5,4,0,20.0,satisfied
2239,1,4,4,4,1,1,1,1,3,4,3,2,4,1,0,0.0,neutral or dissatisfied
2673,4,4,4,4,4,4,4,4,4,4,5,4,4,4,10,0.0,satisfied
293,5,4,5,4,5,5,5,5,4,5,3,2,4,5,5,0.0,satisfied
1589,4,4,4,4,2,3,5,5,5,5,5,4,5,5,0,0.0,satisfied
404,2,4,2,3,5,2,1,5,3,2,5,4,5,5,1,0.0,neutral or dissatisfied
1514,2,2,2,2,5,4,5,4,4,4,4,4,4,3,14,3.0,satisfied
1042,4,4,4,3,4,4,4,4,3,1,4,4,3,4,0,0.0,neutral or dissatisfied
1844,4,4,4,4,4,4,4,4,4,5,1,3,1,4,0,0.0,satisfied
484,2,2,1,4,2,1,2,2,3,4,4,4,4,2,0,1.0,neutral or dissatisfied
931,2,5,2,1,2,2,2,2,3,5,4,3,4,2,0,0.0,neutral or dissatisfied
387,2,0,2,4,5,2,5,5,3,5,2,3,5,5,0,0.0,neutral or dissatisfied
248,2,5,2,5,2,2,2,2,4,2,5,3,4,2,44,39.0,neutral or dissatisfied
1020,4,1,5,4,3,5,3,3,1,3,3,2,3,3,0,8.0,neutral or dissatisfied
301,1,1,1,1,4,2,4,5,5,5,5,3,5,4,111,113.0,satisfied
2417,3,3,2,3,2,3,4,4,4,4,4,4,4,4,0,28.0,satisfied
2030,2,4,1,4,2,2,2,2,2,2,2,3,2,4,12,0.0,neutral or dissatisfied
622,3,4,4,4,3,3,3,3,3,5,4,2,3,3,0,0.0,neutral or dissatisfied
964,4,2,2,2,4,4,4,4,5,2,5,2,4,4,8,0.0,satisfied
1121,4,5,4,5,3,4,3,3,3,4,4,3,4,3,0,0.0,satisfied
1197,2,4,2,1,2,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
1476,4,1,3,3,3,2,4,1,1,3,1,2,1,2,64,74.0,neutral or dissatisfied
980,2,3,2,3,2,2,2,2,2,3,4,3,3,2,6,51.0,neutral or dissatisfied
581,5,4,3,4,5,5,5,5,3,3,3,3,3,5,0,0.0,satisfied
1235,5,3,3,3,5,5,5,5,2,3,3,4,5,5,0,0.0,satisfied
526,5,5,5,5,5,5,5,5,5,5,4,3,4,5,3,0.0,satisfied
185,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied
2065,2,2,2,2,2,3,2,2,1,3,3,4,4,2,0,0.0,neutral or dissatisfied
1399,1,1,5,1,2,4,5,4,4,4,4,5,4,4,0,0.0,satisfied
1533,3,3,3,3,4,4,3,3,3,3,3,3,3,1,20,16.0,neutral or dissatisfied
460,1,0,0,4,3,4,4,4,4,0,1,1,4,3,0,0.0,neutral or dissatisfied
366,5,5,5,1,4,5,4,4,3,4,4,3,4,4,0,0.0,satisfied
2478,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
641,2,5,3,4,4,3,4,4,4,2,4,4,4,4,0,0.0,neutral or dissatisfied
607,3,4,3,4,2,3,2,2,3,5,5,4,5,2,60,78.0,neutral or dissatisfied
2064,3,3,3,3,4,4,5,5,5,4,5,5,5,5,7,12.0,satisfied
2106,3,5,5,5,3,3,3,3,3,3,3,1,3,2,24,0.0,neutral or dissatisfied
919,2,4,2,2,2,4,5,4,4,5,4,5,4,4,16,3.0,satisfied
2261,4,4,4,4,4,4,5,5,5,5,5,4,5,4,14,0.0,satisfied
1928,2,2,2,2,2,5,5,5,5,5,5,3,5,5,77,75.0,satisfied
302,3,3,3,3,1,3,5,4,4,4,4,1,4,2,0,0.0,satisfied
184,3,3,3,3,2,3,2,2,3,3,4,2,3,2,38,27.0,neutral or dissatisfied
125,2,4,2,3,3,2,3,3,3,1,3,3,3,3,0,3.0,neutral or dissatisfied
872,2,3,2,2,4,2,3,5,5,2,5,3,5,3,14,0.0,neutral or dissatisfied
1829,1,1,1,1,5,4,3,4,4,4,4,3,4,2,65,129.0,satisfied
3643,1,2,2,2,4,4,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
1754,4,4,4,3,2,4,2,2,4,4,4,5,2,2,0,0.0,satisfied
1927,2,5,2,5,2,2,2,2,2,2,1,2,2,2,19,19.0,neutral or dissatisfied
2232,4,4,4,4,2,5,4,5,5,5,5,1,5,2,7,6.0,satisfied
719,4,5,4,2,2,4,2,2,4,4,4,4,5,2,0,0.0,neutral or dissatisfied
1797,2,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0.0,neutral or dissatisfied
1866,2,2,2,2,2,1,1,4,4,4,4,2,4,1,7,0.0,satisfied
1826,0,0,0,4,1,1,1,4,4,5,4,1,4,1,44,150.0,satisfied
399,2,2,2,2,1,1,5,4,4,4,4,2,4,1,39,61.0,satisfied
447,5,5,5,5,2,5,5,5,5,5,5,3,5,4,41,32.0,satisfied
255,3,2,3,3,2,3,2,2,3,2,3,3,3,2,5,8.0,neutral or dissatisfied
867,3,1,3,4,3,3,4,3,4,5,4,3,4,3,73,96.0,neutral or dissatisfied
806,3,3,2,3,3,2,3,3,1,5,3,2,3,3,9,10.0,neutral or dissatisfied
500,3,4,3,2,3,3,3,3,3,4,5,5,5,3,0,0.0,neutral or dissatisfied
746,1,1,1,5,4,1,2,4,4,2,5,4,5,4,0,0.0,neutral or dissatisfied
240,4,5,4,4,5,4,5,5,3,4,5,4,4,5,0,9.0,neutral or dissatisfied
1192,3,4,3,5,1,3,1,1,3,5,4,5,4,1,0,0.0,neutral or dissatisfied
888,4,5,5,3,2,5,2,2,5,2,5,3,5,2,5,6.0,satisfied
3358,2,2,2,2,4,4,4,5,5,5,5,4,5,3,15,4.0,satisfied
163,0,5,0,2,5,4,5,2,2,2,2,3,2,3,0,0.0,satisfied
508,1,4,4,1,2,4,2,2,5,5,4,5,4,2,0,0.0,neutral or dissatisfied
859,5,5,5,1,5,5,5,5,3,2,4,4,5,5,0,4.0,satisfied
1158,3,3,3,3,5,3,5,5,2,5,4,2,1,5,13,5.0,neutral or dissatisfied
387,3,5,3,2,5,3,1,5,4,3,5,5,5,5,0,0.0,neutral or dissatisfied
657,3,1,3,2,3,3,3,3,1,5,1,3,2,3,23,12.0,neutral or dissatisfied
601,2,2,1,4,3,1,3,3,1,4,4,2,4,3,0,0.0,neutral or dissatisfied
3195,5,5,5,5,5,5,5,5,3,5,5,5,4,5,0,0.0,satisfied
925,1,5,1,3,3,5,4,5,5,1,5,2,5,4,47,33.0,neutral or dissatisfied
919,4,5,5,5,4,5,4,4,4,5,4,5,4,4,0,2.0,neutral or dissatisfied
2603,1,1,1,1,2,5,4,2,2,2,2,5,2,3,0,0.0,satisfied
337,2,5,2,3,5,2,5,5,5,4,5,4,5,5,6,0.0,neutral or dissatisfied
1060,5,5,5,3,2,5,2,2,2,4,5,1,2,2,0,0.0,satisfied
994,1,0,0,3,3,3,4,1,1,0,1,2,1,4,0,0.0,neutral or dissatisfied
1704,3,3,3,3,1,3,3,5,5,4,5,2,5,3,0,0.0,satisfied
3493,3,3,3,3,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
2352,3,3,2,3,4,4,5,5,5,5,5,3,5,5,31,27.0,satisfied
1744,2,1,2,3,1,2,5,1,4,3,2,3,3,1,0,0.0,neutral or dissatisfied
563,2,4,2,4,3,2,4,3,4,4,4,5,4,3,0,0.0,neutral or dissatisfied
590,2,4,2,2,5,5,4,4,4,5,4,4,4,5,6,50.0,satisfied
1524,3,3,3,3,5,3,5,5,2,3,3,3,3,5,0,0.0,neutral or dissatisfied
2355,0,5,0,2,3,0,3,3,2,3,5,5,1,3,0,1.0,satisfied
2584,2,2,5,2,2,2,2,2,3,4,3,4,3,2,76,87.0,neutral or dissatisfied
1642,1,1,1,1,4,4,4,4,5,3,4,3,4,4,0,0.0,satisfied
447,3,5,3,3,3,5,4,4,4,3,4,3,4,4,0,0.0,neutral or dissatisfied
1042,3,3,3,3,5,5,5,4,2,5,5,5,5,5,136,120.0,satisfied
670,3,3,3,4,5,3,5,5,3,3,3,3,3,5,23,16.0,neutral or dissatisfied
67,4,3,4,2,2,4,2,2,3,4,4,1,5,2,0,0.0,neutral or dissatisfied
859,2,4,2,3,1,2,1,1,3,5,2,4,2,1,0,11.0,neutral or dissatisfied
2956,1,1,1,1,5,4,5,4,4,4,4,3,4,5,11,4.0,satisfied
491,3,4,3,3,4,4,5,3,3,3,3,5,3,3,4,8.0,neutral or dissatisfied
862,4,4,4,3,3,4,3,3,1,2,5,5,4,3,0,0.0,satisfied
3897,2,2,2,2,4,4,4,5,5,5,5,4,5,5,12,0.0,satisfied
419,2,4,2,3,1,2,1,1,2,4,2,4,4,1,0,0.0,neutral or dissatisfied
1968,5,5,5,5,4,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
2133,4,4,4,4,2,5,5,4,4,5,4,3,4,3,0,0.0,satisfied
588,4,5,4,2,4,4,4,4,3,5,4,3,4,4,0,0.0,neutral or dissatisfied
296,2,5,1,1,1,1,1,1,5,4,5,5,4,1,2,2.0,neutral or dissatisfied
1127,4,4,4,4,4,4,4,4,5,2,5,4,4,4,0,0.0,satisfied
3052,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
2565,5,2,5,5,5,5,5,3,5,5,5,5,3,5,177,149.0,satisfied
813,2,2,2,2,3,3,3,2,2,2,2,1,2,2,4,0.0,neutral or dissatisfied
397,1,5,1,2,4,1,4,4,3,5,4,5,5,4,3,0.0,neutral or dissatisfied
250,3,2,2,2,3,3,3,3,2,3,4,2,2,3,0,0.0,satisfied
2712,1,1,1,1,4,4,4,4,5,4,5,5,4,4,0,0.0,satisfied
258,2,2,2,2,5,4,4,5,5,5,5,4,5,4,7,0.0,satisfied
563,2,2,2,4,5,2,5,5,5,2,4,4,4,5,0,0.0,neutral or dissatisfied
320,3,3,3,1,4,3,3,4,1,2,5,4,4,4,0,0.0,neutral or dissatisfied
602,5,2,5,3,3,5,3,3,3,2,4,5,5,3,0,0.0,satisfied
472,1,5,3,5,1,1,1,1,1,2,4,1,4,1,0,0.0,neutral or dissatisfied
296,3,3,3,5,2,5,2,2,2,3,2,5,2,3,0,0.0,neutral or dissatisfied
2709,1,4,4,4,1,2,2,1,1,1,1,4,1,1,43,36.0,neutral or dissatisfied
501,3,4,4,4,3,3,3,3,1,5,4,4,3,3,0,0.0,neutral or dissatisfied
247,2,2,2,2,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
226,1,3,1,3,2,1,2,2,1,3,4,4,4,2,0,0.0,neutral or dissatisfied
293,0,5,0,2,5,0,5,5,3,3,4,5,5,5,50,51.0,satisfied
3367,3,3,3,3,3,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
258,3,2,2,2,3,3,3,3,1,3,4,1,3,3,0,3.0,neutral or dissatisfied
2465,1,1,1,1,3,3,5,4,4,4,3,4,4,5,0,3.0,satisfied
1488,3,5,5,5,4,3,4,4,2,4,3,3,4,4,30,24.0,neutral or dissatisfied
689,1,4,1,2,1,1,1,1,5,5,4,5,4,1,1,0.0,neutral or dissatisfied
799,3,5,2,5,1,3,4,3,3,3,3,1,3,3,53,48.0,neutral or dissatisfied
448,2,2,2,2,5,5,5,5,4,4,4,5,4,5,90,97.0,satisfied
432,2,4,5,1,5,5,5,5,4,2,4,3,4,5,1,62.0,neutral or dissatisfied
1235,4,2,2,2,4,4,4,4,2,2,3,2,5,4,0,0.0,satisfied
165,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,1.0,satisfied
1655,0,0,0,2,5,5,4,3,3,3,3,5,3,3,0,0.0,satisfied
484,5,2,5,5,2,2,2,2,3,4,5,5,4,2,0,0.0,satisfied
1235,5,5,5,4,5,5,5,5,3,2,4,5,4,5,0,0.0,satisfied
3068,1,1,1,1,5,4,5,5,5,5,5,3,5,5,1,0.0,satisfied
1841,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
1741,4,4,4,4,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
3610,1,5,5,5,3,4,4,1,1,2,1,1,1,4,0,3.0,neutral or dissatisfied
2965,1,1,1,1,3,5,5,5,5,5,5,4,5,5,2,0.0,satisfied
209,4,4,4,3,1,4,1,1,3,4,4,2,1,1,0,0.0,neutral or dissatisfied
998,3,3,3,3,5,3,5,5,3,5,4,1,4,5,30,29.0,neutral or dissatisfied
629,4,5,5,5,5,5,5,1,1,5,1,3,1,5,0,0.0,neutral or dissatisfied
268,2,4,2,1,2,2,2,2,3,5,4,3,4,2,33,28.0,neutral or dissatisfied
469,1,5,1,4,3,1,5,3,5,1,4,4,1,3,2,0.0,neutral or dissatisfied
3038,3,3,3,3,3,3,3,3,5,3,5,4,5,3,1,0.0,satisfied
1005,4,5,5,3,5,5,5,5,1,5,1,1,2,5,0,0.0,neutral or dissatisfied
1751,2,4,2,3,5,2,1,5,5,5,2,5,4,5,0,0.0,neutral or dissatisfied
106,2,1,2,1,5,2,5,5,1,2,1,2,1,5,10,10.0,neutral or dissatisfied
1024,2,1,1,1,2,4,3,2,2,2,2,1,2,3,0,13.0,neutral or dissatisfied
238,4,4,4,1,4,4,4,4,4,2,1,2,4,4,0,0.0,neutral or dissatisfied
453,5,0,5,2,2,5,2,2,4,5,4,3,5,2,0,0.0,satisfied
532,1,3,1,3,4,1,4,4,1,5,3,3,3,4,0,0.0,neutral or dissatisfied
416,5,3,5,3,2,5,2,2,1,2,4,1,3,2,0,0.0,satisfied
77,1,5,5,5,1,1,1,1,3,5,3,1,3,1,0,10.0,neutral or dissatisfied
405,2,2,5,2,3,4,5,5,5,5,5,4,5,5,32,30.0,satisfied
280,2,4,2,3,3,2,4,3,3,2,4,5,5,3,0,0.0,neutral or dissatisfied
991,3,3,3,3,5,4,5,3,3,3,3,4,3,4,0,0.0,satisfied
157,5,1,1,1,5,5,5,5,4,5,5,4,1,5,0,0.0,satisfied
669,2,5,2,2,2,2,2,2,4,2,5,3,5,2,0,0.0,neutral or dissatisfied
2136,3,4,3,1,1,3,1,1,3,2,4,3,5,1,0,0.0,neutral or dissatisfied
2176,4,3,3,3,4,2,3,4,4,4,4,1,4,3,0,0.0,neutral or dissatisfied
680,3,1,1,1,4,4,3,1,3,3,4,3,5,3,254,246.0,satisfied
697,4,4,4,3,3,4,3,3,1,2,5,3,3,3,0,0.0,satisfied
528,2,0,2,1,1,2,1,1,2,1,3,5,3,1,0,0.0,neutral or dissatisfied
682,3,2,3,3,3,3,3,3,2,1,4,4,4,3,23,22.0,neutral or dissatisfied
912,3,3,3,3,4,3,4,1,1,3,1,1,1,2,0,0.0,neutral or dissatisfied
148,5,5,4,5,2,4,5,4,4,4,5,3,4,4,0,13.0,satisfied
1248,2,2,2,4,3,2,3,3,1,4,2,3,4,3,22,33.0,neutral or dissatisfied
918,4,5,4,4,4,4,4,4,4,3,5,3,4,4,0,0.0,neutral or dissatisfied
272,3,0,3,4,4,3,4,4,1,3,5,1,5,4,0,0.0,neutral or dissatisfied
2556,1,1,1,1,4,4,4,4,1,4,3,4,2,4,0,16.0,satisfied
101,4,0,5,4,5,5,2,5,3,4,4,4,5,5,0,0.0,satisfied
2649,1,1,1,1,2,2,3,2,2,2,2,3,2,1,0,0.0,satisfied
288,0,5,0,3,2,0,2,2,3,2,4,5,4,2,16,0.0,satisfied
615,4,3,4,5,1,5,2,3,3,4,3,2,3,4,0,0.0,neutral or dissatisfied
2547,2,2,2,2,5,5,4,2,2,2,2,5,2,5,1,0.0,satisfied
503,2,2,2,2,1,3,3,2,2,2,2,2,2,2,21,23.0,neutral or dissatisfied
980,2,2,2,5,3,2,3,3,5,5,5,4,5,3,22,18.0,neutral or dissatisfied
3182,1,1,1,1,5,5,5,5,3,4,5,3,4,5,33,17.0,satisfied
190,3,5,3,5,4,3,4,4,4,2,4,3,4,4,0,0.0,neutral or dissatisfied
476,1,3,1,3,5,1,5,5,3,3,3,1,3,5,104,126.0,neutral or dissatisfied
804,4,2,2,2,5,4,4,4,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
2302,3,5,5,5,5,3,3,3,3,4,3,1,3,1,0,0.0,neutral or dissatisfied
425,5,5,5,5,4,4,5,5,5,5,5,5,5,4,0,2.0,satisfied
751,4,5,4,3,3,5,5,5,5,4,3,3,5,4,0,0.0,neutral or dissatisfied
646,5,5,5,4,5,5,5,5,4,4,5,3,5,5,0,1.0,satisfied
237,4,3,4,3,3,4,4,5,5,4,5,3,5,3,0,0.0,satisfied
265,2,0,2,2,3,2,3,3,3,2,3,3,5,3,0,2.0,neutral or dissatisfied
119,1,1,1,1,5,4,1,4,4,4,5,3,4,2,0,0.0,satisfied
184,2,4,2,4,1,2,5,1,4,1,4,2,4,1,0,0.0,neutral or dissatisfied
1052,2,2,2,4,2,2,2,2,4,2,4,5,5,2,52,32.0,neutral or dissatisfied
1652,2,2,2,2,3,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
3769,4,3,3,3,1,3,3,4,4,4,4,2,4,4,0,0.0,neutral or dissatisfied
1726,1,1,1,1,3,3,5,2,2,2,2,5,2,3,0,0.0,satisfied
2133,4,4,4,4,4,4,4,2,2,2,2,3,2,5,113,98.0,satisfied
1042,4,5,5,3,2,5,4,1,1,5,1,3,1,4,0,0.0,satisfied
534,1,4,1,1,4,1,4,4,5,4,4,4,5,4,0,0.0,neutral or dissatisfied
377,3,1,1,1,2,2,5,3,3,3,3,4,3,1,0,0.0,satisfied
2422,2,4,2,3,2,1,1,5,2,5,4,1,4,1,0,7.0,neutral or dissatisfied
302,3,5,3,3,4,4,5,1,1,3,1,5,1,5,0,0.0,neutral or dissatisfied
772,3,3,3,3,4,3,3,4,4,5,4,2,4,1,0,0.0,satisfied
1835,4,4,4,4,4,3,2,5,5,5,5,1,5,1,0,0.0,satisfied
405,2,5,5,5,2,2,2,2,1,1,4,3,1,2,0,0.0,satisfied
585,5,5,5,4,5,5,5,5,4,4,5,3,5,5,61,64.0,satisfied
163,3,2,3,3,3,3,3,3,1,1,1,1,4,3,0,0.0,satisfied
300,4,5,4,2,2,4,1,2,3,5,1,1,5,2,0,6.0,neutral or dissatisfied
341,4,4,4,3,3,4,4,5,5,4,5,4,5,4,31,24.0,neutral or dissatisfied
802,4,5,4,4,2,4,2,2,4,5,5,3,5,2,0,0.0,satisfied
101,1,1,1,3,2,1,2,2,2,5,3,2,4,2,7,7.0,neutral or dissatisfied
1345,3,3,3,2,3,3,3,3,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
1590,3,3,3,4,1,3,1,1,4,3,1,1,1,1,5,0.0,neutral or dissatisfied
907,3,4,4,5,5,4,5,5,5,5,5,4,4,5,0,0.0,neutral or dissatisfied
3472,1,1,5,1,2,5,4,5,5,5,5,3,5,4,94,95.0,satisfied
842,3,3,3,3,2,5,4,5,5,5,5,4,5,5,2,0.0,satisfied
489,2,3,2,3,5,2,3,5,5,5,1,4,1,5,6,12.0,neutral or dissatisfied
986,4,5,4,4,2,4,2,2,4,4,5,3,5,2,0,0.0,neutral or dissatisfied
666,3,5,3,2,5,3,5,5,3,3,2,5,4,5,18,23.0,neutral or dissatisfied
1670,1,0,1,2,1,1,1,1,3,2,5,5,5,1,0,3.0,neutral or dissatisfied
1042,4,4,4,4,4,4,4,4,2,4,3,1,3,4,0,26.0,neutral or dissatisfied
399,4,5,4,4,4,4,4,4,4,3,1,1,4,4,0,,neutral or dissatisfied
565,2,2,2,2,4,4,4,2,2,2,2,2,2,4,6,14.0,neutral or dissatisfied
270,0,1,1,4,3,4,4,4,4,4,4,4,4,4,44,26.0,satisfied
280,2,5,2,2,1,2,1,1,2,5,1,5,2,1,0,0.0,neutral or dissatisfied
2475,5,5,5,5,4,4,4,3,4,4,4,4,3,4,0,0.0,satisfied
1086,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
1166,2,5,4,5,4,3,4,2,2,2,2,2,2,4,14,19.0,neutral or dissatisfied
102,4,3,4,3,4,4,4,4,1,2,5,4,1,4,1,4.0,satisfied
620,4,2,5,2,4,4,4,4,5,3,1,3,4,4,6,0.0,satisfied
2264,1,1,5,1,3,3,3,3,5,4,5,5,4,3,1,1.0,satisfied
1075,4,5,4,4,1,4,1,1,5,3,5,5,4,1,54,37.0,neutral or dissatisfied
562,3,3,3,3,3,4,5,5,5,5,5,5,5,2,0,0.0,satisfied
946,1,1,1,1,4,4,5,5,5,5,5,4,5,4,0,6.0,satisfied
1431,5,5,4,5,2,4,4,4,4,4,4,5,4,3,14,0.0,satisfied
669,4,4,4,4,5,5,5,5,5,5,5,5,4,5,64,64.0,satisfied
1452,2,4,2,5,4,3,5,2,2,2,2,5,2,4,0,0.0,neutral or dissatisfied
262,1,4,0,2,1,0,1,1,5,1,1,3,4,1,45,48.0,neutral or dissatisfied
404,5,5,5,3,1,5,1,1,5,2,4,3,4,1,16,0.0,satisfied
1892,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
3465,1,3,3,3,5,4,3,2,2,2,1,2,2,1,0,0.0,neutral or dissatisfied
366,3,4,4,1,1,4,1,1,4,3,5,4,5,1,0,0.0,neutral or dissatisfied
3645,1,1,3,1,2,3,2,5,5,5,4,1,5,1,0,12.0,satisfied
1606,3,3,3,3,5,5,4,4,4,4,4,3,4,5,1,2.0,satisfied
177,3,4,3,4,3,1,1,4,4,4,3,1,3,1,169,166.0,neutral or dissatisfied
602,4,1,4,3,4,4,5,4,3,4,4,2,3,4,18,18.0,neutral or dissatisfied
159,2,5,2,2,2,2,5,2,4,3,4,4,5,2,0,2.0,neutral or dissatisfied
416,2,3,3,3,2,2,2,2,1,1,3,3,3,2,9,20.0,neutral or dissatisfied
